Country,Year,Sex,Age,Population
Canada,2008,Female,50,249429
Canada,2008,Female,51,249429
Canada,2008,Female,52,249429
Canada,2008,Female,53,249429
Canada,2008,Female,54,249429
Canada,2008,Male,55,213976
Canada,2008,Male,56,213976
Canada,2008,Male,57,213976
Canada,2008,Male,58,213976
Canada,2008,Male,59,213976
Canada,2008,Female,55,219986
Canada,2008,Female,56,219986
Canada,2008,Female,57,219986
Canada,2008,Female,58,219986
Canada,2008,Female,59,219986
Canada,2008,Male,60,175387
Canada,2008,Male,61,175387
Canada,2008,Male,62,175387
Canada,2008,Male,63,175387
Canada,2008,Male,64,175387
Canada,2008,Female,60,181929
Canada,2008,Female,61,181929
Canada,2008,Female,62,181929
Canada,2008,Female,63,181929
Canada,2008,Female,64,181929
Canada,2008,Male,65,128375
Canada,2008,Male,66,128375
Canada,2008,Male,67,128375
Canada,2008,Male,68,128375
Canada,2008,Male,69,128375
Canada,2008,Female,65,136882
Canada,2008,Female,66,136882
Canada,2008,Female,67,136882
Canada,2008,Female,68,136882
Canada,2008,Female,69,136882
Canada,2008,Male,75,80367
Canada,2008,Male,76,80367
Canada,2008,Male,77,80367
Canada,2008,Male,78,80367
Canada,2008,Male,79,80367
Canada,2008,Female,75,98687
Canada,2008,Female,76,98687
Canada,2008,Female,77,98687
Canada,2008,Female,78,98687
Canada,2008,Female,79,98687
Canada,2008,Male,80,10660
Canada,2008,Male,81,10660
Canada,2008,Male,82,10660
Canada,2008,Male,83,10660
Canada,2008,Male,84,10660
Canada,2008,Male,85,10660
Canada,2008,Male,86,10660
Canada,2008,Male,87,10660
Canada,2008,Male,88,10660
Canada,2008,Male,89,10660
Canada,2008,Male,90,10660
Canada,2008,Male,91,10660
Canada,2008,Male,92,10660
Canada,2008,Male,93,10660
Canada,2008,Male,94,10660
Canada,2008,Male,95,10660
Canada,2008,Male,96,10660
Canada,2008,Male,97,10660
Canada,2008,Male,98,10660
Canada,2008,Male,99,10660
Canada,2008,Male,100,10660
Canada,2008,Male,101,10660
Canada,2008,Male,102,10660
Canada,2008,Male,103,10660
Canada,2008,Male,104,10660
Canada,2008,Male,105,10660
Canada,2008,Male,106,10660
Canada,2008,Male,107,10660
Canada,2008,Male,108,10660
Canada,2008,Male,109,10660
Canada,2008,Male,110,10660
Canada,2008,Male,111,10660
Canada,2008,Male,112,10660
Canada,2008,Male,113,10660
Canada,2008,Male,114,10660
Canada,2008,Male,115,10660
Canada,2008,Male,116,10660
Canada,2008,Male,117,10660
Canada,2008,Male,118,10660
Canada,2008,Male,119,10660
Canada,2008,Male,120,10660
Canada,2008,Male,121,10660
Canada,2008,Male,122,10660
Canada,2008,Female,80,18447
Canada,2008,Female,81,18447
Canada,2008,Female,82,18447
Canada,2008,Female,83,18447
Canada,2008,Female,84,18447
Canada,2008,Female,85,18447
Canada,2008,Female,86,18447
Canada,2008,Female,87,18447
Canada,2008,Female,88,18447
Canada,2008,Female,89,18447
Canada,2008,Female,90,18447
Canada,2008,Female,91,18447
Canada,2008,Female,92,18447
Canada,2008,Female,93,18447
Canada,2008,Female,94,18447
Canada,2008,Female,95,18447
Canada,2008,Female,96,18447
Canada,2008,Female,97,18447
Canada,2008,Female,98,18447
Canada,2008,Female,99,18447
Canada,2008,Female,100,18447
Canada,2008,Female,101,18447
Canada,2008,Female,102,18447
Canada,2008,Female,103,18447
Canada,2008,Female,104,18447
Canada,2008,Female,105,18447
Canada,2008,Female,106,18447
Canada,2008,Female,107,18447
Canada,2008,Female,108,18447
Canada,2008,Female,109,18447
Canada,2008,Female,110,18447
Canada,2008,Female,111,18447
Canada,2008,Female,112,18447
Canada,2008,Female,113,18447
Canada,2008,Female,114,18447
Canada,2008,Female,115,18447
Canada,2008,Female,116,18447
Canada,2008,Female,117,18447
Canada,2008,Female,118,18447
Canada,2008,Female,119,18447
Canada,2008,Female,120,18447
Canada,2008,Female,121,18447
Canada,2008,Female,122,18447
Canada,2007,Male,0,182120
Canada,2007,Male,1,182120
Canada,2007,Male,2,182120
Canada,2007,Male,3,182120
Canada,2007,Male,4,182120
Canada,2007,Female,0,172248
Canada,2007,Female,1,172248
Canada,2007,Female,2,172248
Canada,2007,Female,3,172248
Canada,2007,Female,4,172248
Canada,2007,Male,5,185212
Canada,2007,Male,6,185212
Canada,2007,Male,7,185212
Canada,2007,Male,8,185212
Canada,2007,Male,9,185212
Canada,2007,Female,5,175628
Canada,2007,Female,6,175628
Canada,2007,Female,7,175628
Canada,2007,Female,8,175628
Canada,2007,Female,9,175628
Canada,2007,Male,10,210721
Canada,2007,Male,11,210721
Canada,2007,Male,12,210721
Canada,2007,Male,13,210721
Canada,2007,Male,14,210721
Canada,2007,Female,10,201222
Canada,2007,Female,11,201222
Canada,2007,Female,12,201222
Canada,2007,Female,13,201222
Canada,2007,Female,14,201222
Canada,2007,Male,15,228889
Canada,2007,Male,16,228889
Canada,2007,Male,17,228889
Canada,2007,Male,18,228889
Canada,2007,Male,19,228889
Canada,2007,Female,15,216635
Canada,2007,Female,16,216635
Canada,2007,Female,17,216635
Canada,2007,Female,18,216635
Canada,2007,Female,19,216635
Canada,2007,Male,20,233835
Canada,2007,Male,21,233835
Canada,2007,Male,22,233835
Canada,2007,Male,23,233835
Canada,2007,Male,24,233835
Canada,2007,Female,20,223790
Canada,2007,Female,21,223790
Canada,2007,Female,22,223790
Canada,2007,Female,23,223790
Canada,2007,Female,24,223790
Canada,2007,Male,25,226903
Canada,2007,Male,26,226903
Canada,2007,Male,27,226903
Canada,2007,Male,28,226903
Canada,2007,Male,29,226903
Canada,2007,Female,25,222456
Canada,2007,Female,26,222456
Canada,2007,Female,27,222456
Canada,2007,Female,28,222456
Canada,2007,Female,29,222456
Canada,2007,Male,30,221789
Canada,2007,Male,31,221789
Canada,2007,Male,32,221789
Canada,2007,Male,33,221789
Canada,2007,Male,34,221789
Canada,2007,Female,30,219114
Canada,2007,Female,31,219114
Canada,2007,Female,32,219114
Canada,2007,Female,33,219114
Canada,2007,Female,34,219114
Canada,2007,Male,35,229820
Canada,2007,Male,36,229820
Canada,2007,Male,37,229820
Canada,2007,Male,38,229820
Canada,2007,Male,39,229820
Canada,2007,Female,35,226031
Canada,2007,Female,36,226031
Canada,2007,Female,37,226031
Canada,2007,Female,38,226031
Canada,2007,Female,39,226031
Canada,2007,Male,40,265809
Canada,2007,Male,41,265809
Canada,2007,Male,42,265809
Canada,2007,Male,43,265809
Canada,2007,Male,44,265809
Canada,2007,Female,40,261099
Canada,2007,Female,41,261099
Canada,2007,Female,42,261099
Canada,2007,Female,43,261099
Canada,2007,Female,44,261099
Canada,2007,Male,45,272233
Canada,2007,Male,46,272233
Canada,2007,Male,47,272233
Canada,2007,Male,48,272233
Canada,2007,Male,49,272233
Canada,2007,Female,45,270366
Canada,2007,Female,46,270366
Canada,2007,Female,47,270366
Canada,2007,Female,48,270366
Canada,2007,Female,49,270366
Canada,2007,Male,50,240650
Canada,2007,Male,51,240650
Canada,2007,Male,52,240650
Canada,2007,Male,53,240650
Canada,2007,Male,54,240650
Canada,2007,Female,50,243887
Canada,2007,Female,51,243887
Canada,2007,Female,52,243887
Canada,2007,Female,53,243887
Canada,2007,Female,54,243887
Canada,2007,Male,55,209435
Canada,2007,Male,56,209435
Canada,2007,Male,57,209435
Canada,2007,Male,58,209435
Canada,2007,Male,59,209435
Canada,2007,Female,55,214990
Canada,2007,Female,56,214990
Canada,2007,Female,57,214990
Canada,2007,Female,58,214990
Canada,2007,Female,59,214990
Canada,2007,Male,60,166564
Canada,2007,Male,61,166564
Canada,2007,Male,62,166564
Canada,2007,Male,63,166564
Canada,2007,Male,64,166564
Canada,2007,Female,60,172515
Canada,2007,Female,61,172515
Canada,2007,Female,62,172515
Canada,2007,Female,63,172515
Canada,2007,Female,64,172515
Canada,2007,Male,65,123037
Canada,2007,Male,66,123037
Canada,2007,Male,67,123037
Canada,2007,Male,68,123037
Canada,2007,Male,69,123037
Canada,2007,Female,65,131715
Canada,2007,Female,66,131715
Canada,2007,Female,67,131715
Canada,2007,Female,68,131715
Canada,2007,Female,69,131715
Canada,2007,Male,75,78881
Canada,2007,Male,76,78881
Canada,2007,Male,77,78881
Canada,2007,Male,78,78881
Canada,2007,Male,79,78881
Canada,2007,Female,75,98088
Canada,2007,Female,76,98088
Canada,2007,Female,77,98088
Canada,2007,Female,78,98088
Canada,2007,Female,79,98088
Canada,2007,Male,80,10175
Canada,2007,Male,81,10175
Canada,2007,Male,82,10175
Canada,2007,Male,83,10175
Canada,2007,Male,84,10175
Canada,2007,Male,85,10175
Canada,2007,Male,86,10175
Canada,2007,Male,87,10175
Canada,2007,Male,88,10175
Canada,2007,Male,89,10175
Canada,2007,Male,90,10175
Canada,2007,Male,91,10175
Canada,2007,Male,92,10175
Canada,2007,Male,93,10175
Canada,2007,Male,94,10175
Canada,2007,Male,95,10175
Canada,2007,Male,96,10175
Canada,2007,Male,97,10175
Canada,2007,Male,98,10175
Canada,2007,Male,99,10175
Canada,2007,Male,100,10175
Canada,2007,Male,101,10175
Canada,2007,Male,102,10175
Canada,2007,Male,103,10175
Canada,2007,Male,104,10175
Canada,2007,Male,105,10175
Canada,2007,Male,106,10175
Canada,2007,Male,107,10175
Canada,2007,Male,108,10175
Canada,2007,Male,109,10175
Canada,2007,Male,110,10175
Canada,2007,Male,111,10175
Canada,2007,Male,112,10175
Canada,2007,Male,113,10175
Canada,2007,Male,114,10175
Canada,2007,Male,115,10175
Canada,2007,Male,116,10175
Canada,2007,Male,117,10175
Canada,2007,Male,118,10175
Canada,2007,Male,119,10175
Canada,2007,Male,120,10175
Canada,2007,Male,121,10175
Canada,2007,Male,122,10175
Canada,2007,Female,80,17930
Canada,2007,Female,81,17930
Canada,2007,Female,82,17930
Canada,2007,Female,83,17930
Canada,2007,Female,84,17930
Canada,2007,Female,85,17930
Canada,2007,Female,86,17930
Canada,2007,Female,87,17930
Canada,2007,Female,88,17930
Canada,2007,Female,89,17930
Canada,2007,Female,90,17930
Canada,2007,Female,91,17930
Canada,2007,Female,92,17930
Canada,2007,Female,93,17930
Canada,2007,Female,94,17930
Canada,2007,Female,95,17930
Canada,2007,Female,96,17930
Canada,2007,Female,97,17930
Canada,2007,Female,98,17930
Canada,2007,Female,99,17930
Canada,2007,Female,100,17930
Canada,2007,Female,101,17930
Canada,2007,Female,102,17930
Canada,2007,Female,103,17930
Canada,2007,Female,104,17930
Canada,2007,Female,105,17930
Canada,2007,Female,106,17930
Canada,2007,Female,107,17930
Canada,2007,Female,108,17930
Canada,2007,Female,109,17930
Canada,2007,Female,110,17930
Canada,2007,Female,111,17930
Canada,2007,Female,112,17930
Canada,2007,Female,113,17930
Canada,2007,Female,114,17930
Canada,2007,Female,115,17930
Canada,2007,Female,116,17930
Canada,2007,Female,117,17930
Canada,2007,Female,118,17930
Canada,2007,Female,119,17930
Canada,2007,Female,120,17930
Canada,2007,Female,121,17930
Canada,2007,Female,122,17930
Canada,2006,Male,0,178811
Canada,2006,Male,1,178811
Canada,2006,Male,2,178811
Canada,2006,Male,3,178811
Canada,2006,Male,4,178811
Canada,2006,Female,0,169027
Canada,2006,Female,1,169027
Canada,2006,Female,2,169027
Canada,2006,Female,3,169027
Canada,2006,Female,4,169027
Canada,2006,Male,5,187693
Canada,2006,Male,6,187693
Canada,2006,Male,7,187693
Canada,2006,Male,8,187693
Canada,2006,Male,9,187693
Canada,2006,Female,5,178375
Canada,2006,Female,6,178375
Canada,2006,Female,7,178375
Canada,2006,Female,8,178375
Canada,2006,Female,9,178375
Canada,2006,Male,10,214592
Canada,2006,Male,11,214592
Canada,2006,Male,12,214592
Canada,2006,Male,13,214592
Canada,2006,Male,14,214592
Canada,2006,Female,10,205041
Canada,2006,Female,11,205041
Canada,2006,Female,12,205041
Canada,2006,Female,13,205041
Canada,2006,Female,14,205041
Canada,2006,Male,15,226764
Canada,2006,Male,16,226764
Canada,2006,Male,17,226764
Canada,2006,Male,18,226764
Canada,2006,Male,19,226764
Canada,2006,Female,15,214204
Canada,2006,Female,16,214204
Canada,2006,Female,17,214204
Canada,2006,Female,18,214204
Canada,2006,Female,19,214204
Canada,2006,Male,20,230507
Canada,2006,Male,21,230507
Canada,2006,Male,22,230507
Canada,2006,Male,23,230507
Canada,2006,Male,24,230507
Canada,2006,Female,20,221392
Canada,2006,Female,21,221392
Canada,2006,Female,22,221392
Canada,2006,Female,23,221392
Canada,2006,Female,24,221392
Canada,2006,Male,25,222612
Canada,2006,Male,26,222612
Canada,2006,Male,27,222612
Canada,2006,Male,28,222612
Canada,2006,Male,29,222612
Canada,2006,Female,25,217730
Canada,2006,Female,26,217730
Canada,2006,Female,27,217730
Canada,2006,Female,28,217730
Canada,2006,Female,29,217730
Canada,2006,Male,30,220650
Canada,2006,Male,31,220650
Canada,2006,Male,32,220650
Canada,2006,Male,33,220650
Canada,2006,Male,34,220650
Canada,2006,Female,30,217439
Canada,2006,Female,31,217439
Canada,2006,Female,32,217439
Canada,2006,Female,33,217439
Canada,2006,Female,34,217439
Canada,2006,Male,35,232878
Canada,2006,Male,36,232878
Canada,2006,Male,37,232878
Canada,2006,Male,38,232878
Canada,2006,Male,39,232878
Canada,2006,Female,35,228639
Canada,2006,Female,36,228639
Canada,2006,Female,37,228639
Canada,2006,Female,38,228639
Canada,2006,Female,39,228639
Canada,2006,Male,40,272967
Canada,2006,Male,41,272967
Canada,2006,Male,42,272967
Canada,2006,Male,43,272967
Canada,2006,Male,44,272967
Canada,2006,Female,40,268225
Canada,2006,Female,41,268225
Canada,2006,Female,42,268225
Canada,2006,Female,43,268225
Canada,2006,Female,44,268225
Canada,2006,Male,45,266976
Canada,2006,Male,46,266976
Canada,2006,Male,47,266976
Canada,2006,Male,48,266976
Canada,2006,Male,49,266976
Canada,2006,Female,45,266000
Canada,2006,Female,46,266000
Canada,2006,Female,47,266000
Canada,2006,Female,48,266000
Canada,2006,Female,49,266000
Canada,2006,Male,50,234855
Canada,2006,Male,51,234855
Canada,2006,Male,52,234855
Canada,2006,Male,53,234855
Canada,2006,Male,54,234855
Canada,2006,Female,50,238543
Canada,2006,Female,51,238543
Canada,2006,Female,52,238543
Canada,2006,Female,53,238543
Canada,2006,Female,54,238543
Canada,2006,Male,55,204516
Canada,2006,Male,56,204516
Canada,2006,Male,57,204516
Canada,2006,Male,58,204516
Canada,2006,Male,59,204516
Canada,2006,Female,55,209470
Canada,2006,Female,56,209470
Canada,2006,Female,57,209470
Canada,2006,Female,58,209470
Canada,2006,Female,59,209470
Canada,2006,Male,60,158232
Canada,2006,Male,61,158232
Canada,2006,Male,62,158232
Canada,2006,Male,63,158232
Canada,2006,Male,64,158232
Canada,2006,Female,60,163733
Canada,2006,Female,61,163733
Canada,2006,Female,62,163733
Canada,2006,Female,63,163733
Canada,2006,Female,64,163733
Canada,2006,Male,65,118881
Canada,2006,Male,66,118881
Canada,2006,Male,67,118881
Canada,2006,Male,68,118881
Canada,2006,Male,69,118881
Canada,2006,Female,65,127742
Canada,2006,Female,66,127742
Canada,2006,Female,67,127742
Canada,2006,Female,68,127742
Canada,2006,Female,69,127742
Canada,2006,Male,75,77315
Canada,2006,Male,76,77315
Canada,2006,Male,77,77315
Canada,2006,Male,78,77315
Canada,2006,Male,79,77315
Canada,2006,Female,75,97596
Canada,2006,Female,76,97596
Canada,2006,Female,77,97596
Canada,2006,Female,78,97596
Canada,2006,Female,79,97596
Canada,2006,Male,80,9676
Canada,2006,Male,81,9676
Canada,2006,Male,82,9676
Canada,2006,Male,83,9676
Canada,2006,Male,84,9676
Canada,2006,Male,85,9676
Canada,2006,Male,86,9676
Canada,2006,Male,87,9676
Canada,2006,Male,88,9676
Canada,2006,Male,89,9676
Canada,2006,Male,90,9676
Canada,2006,Male,91,9676
Canada,2006,Male,92,9676
Canada,2006,Male,93,9676
Canada,2006,Male,94,9676
Canada,2006,Male,95,9676
Canada,2006,Male,96,9676
Canada,2006,Male,97,9676
Canada,2006,Male,98,9676
Canada,2006,Male,99,9676
Canada,2006,Male,100,9676
Canada,2006,Male,101,9676
Canada,2006,Male,102,9676
Canada,2006,Male,103,9676
Canada,2006,Male,104,9676
Canada,2006,Male,105,9676
Canada,2006,Male,106,9676
Canada,2006,Male,107,9676
Canada,2006,Male,108,9676
Canada,2006,Male,109,9676
Canada,2006,Male,110,9676
Canada,2006,Male,111,9676
Canada,2006,Male,112,9676
Canada,2006,Male,113,9676
Canada,2006,Male,114,9676
Canada,2006,Male,115,9676
Canada,2006,Male,116,9676
Canada,2006,Male,117,9676
Canada,2006,Male,118,9676
Canada,2006,Male,119,9676
Canada,2006,Male,120,9676
Canada,2006,Male,121,9676
Canada,2006,Male,122,9676
Canada,2006,Female,80,17400
Canada,2006,Female,81,17400
Canada,2006,Female,82,17400
Canada,2006,Female,83,17400
Canada,2006,Female,84,17400
Canada,2006,Female,85,17400
Canada,2006,Female,86,17400
Canada,2006,Female,87,17400
Canada,2006,Female,88,17400
Canada,2006,Female,89,17400
Canada,2006,Female,90,17400
Canada,2006,Female,91,17400
Canada,2006,Female,92,17400
Canada,2006,Female,93,17400
Canada,2006,Female,94,17400
Canada,2006,Female,95,17400
Canada,2006,Female,96,17400
Canada,2006,Female,97,17400
Canada,2006,Female,98,17400
Canada,2006,Female,99,17400
Canada,2006,Female,100,17400
Canada,2006,Female,101,17400
Canada,2006,Female,102,17400
Canada,2006,Female,103,17400
Canada,2006,Female,104,17400
Canada,2006,Female,105,17400
Canada,2006,Female,106,17400
Canada,2006,Female,107,17400
Canada,2006,Female,108,17400
Canada,2006,Female,109,17400
Canada,2006,Female,110,17400
Canada,2006,Female,111,17400
Canada,2006,Female,112,17400
Canada,2006,Female,113,17400
Canada,2006,Female,114,17400
Canada,2006,Female,115,17400
Canada,2006,Female,116,17400
Canada,2006,Female,117,17400
Canada,2006,Female,118,17400
Canada,2006,Female,119,17400
Canada,2006,Female,120,17400
Canada,2006,Female,121,17400
Canada,2006,Female,122,17400
Canada,2005,Male,0,176244
Canada,2005,Male,1,176244
Canada,2005,Male,2,176244
Canada,2005,Male,3,176244
Canada,2005,Male,4,176244
Canada,2005,Female,0,166733
Canada,2005,Female,1,166733
Canada,2005,Female,2,166733
Canada,2005,Female,3,166733
Canada,2005,Female,4,166733
Canada,2005,Male,5,191053
Canada,2005,Male,6,191053
Canada,2005,Male,7,191053
Canada,2005,Male,8,191053
Canada,2005,Male,9,191053
Canada,2005,Female,5,181906
Canada,2005,Female,6,181906
Canada,2005,Female,7,181906
Canada,2005,Female,8,181906
Canada,2005,Female,9,181906
Canada,2005,Male,10,216847
Canada,2005,Male,11,216847
Canada,2005,Male,12,216847
Canada,2005,Male,13,216847
Canada,2005,Male,14,216847
Canada,2005,Female,10,207093
Canada,2005,Female,11,207093
Canada,2005,Female,12,207093
Canada,2005,Female,13,207093
Canada,2005,Female,14,207093
Canada,2005,Male,15,223935
Canada,2005,Male,16,223935
Canada,2005,Male,17,223935
Canada,2005,Male,18,223935
Canada,2005,Male,19,223935
Canada,2005,Female,15,211419
Canada,2005,Female,16,211419
Canada,2005,Female,17,211419
Canada,2005,Female,18,211419
Canada,2005,Female,19,211419
Canada,2005,Male,20,226723
Canada,2005,Male,21,226723
Canada,2005,Male,22,226723
Canada,2005,Male,23,226723
Canada,2005,Male,24,226723
Canada,2005,Female,20,218099
Canada,2005,Female,21,218099
Canada,2005,Female,22,218099
Canada,2005,Female,23,218099
Canada,2005,Female,24,218099
Canada,2005,Male,25,219007
Canada,2005,Male,26,219007
Canada,2005,Male,27,219007
Canada,2005,Male,28,219007
Canada,2005,Male,29,219007
Canada,2005,Female,25,213486
Canada,2005,Female,26,213486
Canada,2005,Female,27,213486
Canada,2005,Female,28,213486
Canada,2005,Female,29,213486
Canada,2005,Male,30,219977
Canada,2005,Male,31,219977
Canada,2005,Male,32,219977
Canada,2005,Male,33,219977
Canada,2005,Male,34,219977
Canada,2005,Female,30,216486
Canada,2005,Female,31,216486
Canada,2005,Female,32,216486
Canada,2005,Female,33,216486
Canada,2005,Female,34,216486
Canada,2005,Male,35,237915
Canada,2005,Male,36,237915
Canada,2005,Male,37,237915
Canada,2005,Male,38,237915
Canada,2005,Male,39,237915
Canada,2005,Female,35,233219
Canada,2005,Female,36,233219
Canada,2005,Female,37,233219
Canada,2005,Female,38,233219
Canada,2005,Female,39,233219
Canada,2005,Male,40,276886
Canada,2005,Male,41,276886
Canada,2005,Male,42,276886
Canada,2005,Male,43,276886
Canada,2005,Male,44,276886
Canada,2005,Female,40,272344
Canada,2005,Female,41,272344
Canada,2005,Female,42,272344
Canada,2005,Female,43,272344
Canada,2005,Female,44,272344
Canada,2005,Male,45,261734
Canada,2005,Male,46,261734
Canada,2005,Male,47,261734
Canada,2005,Male,48,261734
Canada,2005,Male,49,261734
Canada,2005,Female,45,261581
Canada,2005,Female,46,261581
Canada,2005,Female,47,261581
Canada,2005,Female,48,261581
Canada,2005,Female,49,261581
Canada,2005,Male,50,229315
Canada,2005,Male,51,229315
Canada,2005,Male,52,229315
Canada,2005,Male,53,229315
Canada,2005,Male,54,229315
Canada,2005,Female,50,233117
Canada,2005,Female,51,233117
Canada,2005,Female,52,233117
Canada,2005,Female,53,233117
Canada,2005,Female,54,233117
Canada,2005,Male,55,198399
Canada,2005,Male,56,198399
Canada,2005,Male,57,198399
Canada,2005,Male,58,198399
Canada,2005,Male,59,198399
Canada,2005,Female,55,202684
Canada,2005,Female,56,202684
Canada,2005,Female,57,202684
Canada,2005,Female,58,202684
Canada,2005,Female,59,202684
Canada,2005,Male,60,150710
Canada,2005,Male,61,150710
Canada,2005,Male,62,150710
Canada,2005,Male,63,150710
Canada,2005,Male,64,150710
Canada,2005,Female,60,155909
Canada,2005,Female,61,155909
Canada,2005,Female,62,155909
Canada,2005,Female,63,155909
Canada,2005,Female,64,155909
Canada,2005,Male,65,115754
Canada,2005,Male,66,115754
Canada,2005,Male,67,115754
Canada,2005,Male,68,115754
Canada,2005,Male,69,115754
Canada,2005,Female,65,124705
Canada,2005,Female,66,124705
Canada,2005,Female,67,124705
Canada,2005,Female,68,124705
Canada,2005,Female,69,124705
Canada,2005,Male,75,75718
Canada,2005,Male,76,75718
Canada,2005,Male,77,75718
Canada,2005,Male,78,75718
Canada,2005,Male,79,75718
Canada,2005,Female,75,97246
Canada,2005,Female,76,97246
Canada,2005,Female,77,97246
Canada,2005,Female,78,97246
Canada,2005,Female,79,97246
Canada,2005,Male,80,9139
Canada,2005,Male,81,9139
Canada,2005,Male,82,9139
Canada,2005,Male,83,9139
Canada,2005,Male,84,9139
Canada,2005,Male,85,9139
Canada,2005,Male,86,9139
Canada,2005,Male,87,9139
Canada,2005,Male,88,9139
Canada,2005,Male,89,9139
Canada,2005,Male,90,9139
Canada,2005,Male,91,9139
Canada,2005,Male,92,9139
Canada,2005,Male,93,9139
Canada,2005,Male,94,9139
Canada,2005,Male,95,9139
Canada,2005,Male,96,9139
Canada,2005,Male,97,9139
Canada,2005,Male,98,9139
Canada,2005,Male,99,9139
Canada,2005,Male,100,9139
Canada,2005,Male,101,9139
Canada,2005,Male,102,9139
Canada,2005,Male,103,9139
Canada,2005,Male,104,9139
Canada,2005,Male,105,9139
Canada,2005,Male,106,9139
Canada,2005,Male,107,9139
Canada,2005,Male,108,9139
Canada,2005,Male,109,9139
Canada,2005,Male,110,9139
Canada,2005,Male,111,9139
Canada,2005,Male,112,9139
Canada,2005,Male,113,9139
Canada,2005,Male,114,9139
Canada,2005,Male,115,9139
Canada,2005,Male,116,9139
Canada,2005,Male,117,9139
Canada,2005,Male,118,9139
Canada,2005,Male,119,9139
Canada,2005,Male,120,9139
Canada,2005,Male,121,9139
Canada,2005,Male,122,9139
Canada,2005,Female,80,16802
Canada,2005,Female,81,16802
Canada,2005,Female,82,16802
Canada,2005,Female,83,16802
Canada,2005,Female,84,16802
Canada,2005,Female,85,16802
Canada,2005,Female,86,16802
Canada,2005,Female,87,16802
Canada,2005,Female,88,16802
Canada,2005,Female,89,16802
Canada,2005,Female,90,16802
Canada,2005,Female,91,16802
Canada,2005,Female,92,16802
Canada,2005,Female,93,16802
Canada,2005,Female,94,16802
Canada,2005,Female,95,16802
Canada,2005,Female,96,16802
Canada,2005,Female,97,16802
Canada,2005,Female,98,16802
Canada,2005,Female,99,16802
Canada,2005,Female,100,16802
Canada,2005,Female,101,16802
Canada,2005,Female,102,16802
Canada,2005,Female,103,16802
Canada,2005,Female,104,16802
Canada,2005,Female,105,16802
Canada,2005,Female,106,16802
Canada,2005,Female,107,16802
Canada,2005,Female,108,16802
Canada,2005,Female,109,16802
Canada,2005,Female,110,16802
Canada,2005,Female,111,16802
Canada,2005,Female,112,16802
Canada,2005,Female,113,16802
Canada,2005,Female,114,16802
Canada,2005,Female,115,16802
Canada,2005,Female,116,16802
Canada,2005,Female,117,16802
Canada,2005,Female,118,16802
Canada,2005,Female,119,16802
Canada,2005,Female,120,16802
Canada,2005,Female,121,16802
Canada,2005,Female,122,16802
Canada,2004,Male,0,175021
Canada,2004,Male,1,175021
Canada,2004,Male,2,175021
Canada,2004,Male,3,175021
Canada,2004,Male,4,175021
Canada,2004,Female,0,165835
Canada,2004,Female,1,165835
Canada,2004,Female,2,165835
Canada,2004,Female,3,165835
Canada,2004,Female,4,165835
Canada,2004,Male,5,195531
Canada,2004,Male,6,195531
Canada,2004,Male,7,195531
Canada,2004,Male,8,195531
Canada,2004,Male,9,195531
Canada,2004,Female,5,186439
Canada,2004,Female,6,186439
Canada,2004,Female,7,186439
Canada,2004,Female,8,186439
Canada,2004,Female,9,186439
Canada,2004,Male,10,217995
Canada,2004,Male,11,217995
Canada,2004,Male,12,217995
Canada,2004,Male,13,217995
Canada,2004,Male,14,217995
Canada,2004,Female,10,207755
Canada,2004,Female,11,207755
Canada,2004,Female,12,207755
Canada,2004,Female,13,207755
Canada,2004,Female,14,207755
Canada,2004,Male,15,222271
Canada,2004,Male,16,222271
Canada,2004,Male,17,222271
Canada,2004,Male,18,222271
Canada,2004,Male,19,222271
Canada,2004,Female,15,210392
Canada,2004,Female,16,210392
Canada,2004,Female,17,210392
Canada,2004,Female,18,210392
Canada,2004,Female,19,210392
Canada,2004,Male,20,223816
Canada,2004,Male,21,223816
Canada,2004,Male,22,223816
Canada,2004,Male,23,223816
Canada,2004,Male,24,223816
Canada,2004,Female,20,215198
Canada,2004,Female,21,215198
Canada,2004,Female,22,215198
Canada,2004,Female,23,215198
Canada,2004,Female,24,215198
Canada,2004,Male,25,216815
Canada,2004,Male,26,216815
Canada,2004,Male,27,216815
Canada,2004,Male,28,216815
Canada,2004,Male,29,216815
Canada,2004,Female,25,211066
Canada,2004,Female,26,211066
Canada,2004,Female,27,211066
Canada,2004,Female,28,211066
Canada,2004,Female,29,211066
Canada,2004,Male,30,220055
Canada,2004,Male,31,220055
Canada,2004,Male,32,220055
Canada,2004,Male,33,220055
Canada,2004,Male,34,220055
Canada,2004,Female,30,216243
Canada,2004,Female,31,216243
Canada,2004,Female,32,216243
Canada,2004,Female,33,216243
Canada,2004,Female,34,216243
Canada,2004,Male,35,243948
Canada,2004,Male,36,243948
Canada,2004,Male,37,243948
Canada,2004,Male,38,243948
Canada,2004,Male,39,243948
Canada,2004,Female,35,239232
Canada,2004,Female,36,239232
Canada,2004,Female,37,239232
Canada,2004,Female,38,239232
Canada,2004,Female,39,239232
Canada,2004,Male,40,277408
Canada,2004,Male,41,277408
Canada,2004,Male,42,277408
Canada,2004,Male,43,277408
Canada,2004,Male,44,277408
Canada,2004,Female,40,273488
Canada,2004,Female,41,273488
Canada,2004,Female,42,273488
Canada,2004,Female,43,273488
Canada,2004,Female,44,273488
Canada,2004,Male,45,255703
Canada,2004,Male,46,255703
Canada,2004,Male,47,255703
